Freq(Hz), SPL(dB), Phase(degrees)
20.141602, 66.021, -175.3999
20.507812, 65.953, -175.2903
20.874023, 66.928, -177.0808
21.240234, 68.116, -179.6537
21.606445, 69.396, 177.1042
21.972656, 70.704, 173.2949
22.338867, 72.005, 169.0100
22.705078, 73.284, 164.3411
23.071289, 74.538, 159.3866
23.437500, 75.764, 154.2478
23.803711, 76.963, 149.0165
24.169922, 78.135, 143.7617
24.536132, 79.280, 138.5233
24.902343, 80.398, 133.3157
25.268554, 81.487, 128.1377
25.634765, 82.547, 122.9814
26.000976, 83.575, 117.8345
26.367187, 84.570, 112.6779
26.733398, 85.529, 107.4797
27.099609, 86.450, 102.1933
27.465820, 87.328, 96.7599
27.832031, 88.159, 91.1153
28.198242, 88.941, 85.1970
28.564452, 89.669, 78.9487
28.930663, 90.340, 72.3236
29.296874, 90.948, 65.2871
29.663085, 91.491, 57.8230
30.029296, 91.965, 49.9407
30.395507, 92.368, 41.6826
30.761718, 92.698, 33.1261
31.127929, 92.955, 24.3793
31.494140, 93.142, 15.5685
31.860351, 93.264, 6.8231
32.226562, 93.328, -1.7429
32.592772, 93.339, -10.0453
32.958983, 93.305, -18.0385
33.325194, 93.232, -25.7159
33.691405, 93.124, -33.1024
34.057616, 92.984, -40.2400
34.423827, 92.812, -47.1721
34.790038, 92.607, -53.9325
35.156249, 92.368, -60.5413
35.522460, 92.094, -67.0063
35.888671, 91.783, -73.3309
36.254882, 91.437, -79.5212
36.621092, 91.058, -85.5931
36.987303, 90.648, -91.5764
37.353514, 90.213, -97.5165
37.719725, 89.756, -103.4729
38.085936, 89.284, -109.5170
38.452147, 88.805, -115.7285
38.818358, 88.327, -122.1914
39.184569, 87.859, -128.9899
39.550780, 87.414, -136.2034
39.916991, 87.003, -143.9017
40.283201, 86.639, -152.1403
40.649412, 86.336, -160.9550
41.015623, 86.102, -170.3591
41.381834, 85.946, 179.6602
41.748045, 85.869, 169.1425
42.114256, 85.867, 158.1537
42.480467, 85.934, 146.7828
42.846678, 86.058, 135.1352
43.212889, 86.225, 123.3260
43.579100, 86.420, 111.4719
43.945311, 86.631, 99.6841
44.311521, 86.845, 88.0639
44.677732, 87.052, 76.7010
45.043943, 87.242, 65.6734
45.410154, 87.410, 55.0481
45.776365, 87.549, 44.8835
46.142576, 87.657, 35.2306
46.508787, 87.730, 26.1329
46.874998, 87.768, 17.6272
47.241209, 87.771, 9.7418
47.607420, 87.740, 2.4963
47.973631, 87.677, -4.0999
48.339841, 87.586, -10.0481
48.706052, 87.469, -15.3600
49.072263, 87.329, -20.0575
49.438474, 87.171, -24.1713
49.804685, 86.998, -27.7389
50.170896, 86.814, -30.8026
50.537107, 86.622, -33.4078
50.903318, 86.425, -35.5995
51.269529, 86.226, -37.4215
51.635740, 86.026, -38.9138
52.001951, 85.829, -40.1108
52.368161, 85.635, -41.0419
52.734372, 85.447, -41.7302
53.100583, 85.266, -42.1938
53.466794, 85.093, -42.4466
