Freq(Hz), SPL(dB), Phase(degrees)
20.141602, 72.820, -104.7858
20.507812, 72.780, -104.7343
20.874023, 73.378, -105.5625
21.240234, 74.153, -106.7265
21.606445, 75.035, -108.1401
21.972656, 75.974, -109.7222
22.338867, 76.940, -111.4073
22.705078, 77.916, -113.1469
23.071289, 78.896, -114.9050
23.437500, 79.876, -116.6524
23.803711, 80.856, -118.3645
24.169922, 81.835, -120.0246
24.536132, 82.813, -121.6296
24.902343, 83.789, -123.1945
25.268554, 84.758, -124.7519
25.634765, 85.718, -126.3495
26.000976, 86.663, -128.0485
26.367187, 87.589, -129.9247
26.733398, 88.491, -132.0729
27.099609, 89.363, -134.6108
27.465820, 90.200, -137.6792
27.832031, 90.995, -141.4384
28.198242, 91.744, -146.0626
28.564452, 92.439, -151.7345
28.930663, 93.077, -158.6397
29.296874, 93.650, -166.9586
29.663085, 94.155, -176.8552
30.029296, 94.585, 171.5382
30.395507, 94.938, 158.1377
30.761718, 95.210, 142.9211
31.127929, 95.401, 125.9378
31.494140, 95.511, 107.3120
31.860351, 95.545, 87.2415
32.226562, 95.506, 65.9929
32.592772, 95.404, 43.8929
32.958983, 95.244, 21.3148
33.325194, 95.036, -1.3394
33.691405, 94.789, -23.6619
34.057616, 94.507, -45.2641
34.423827, 94.197, -65.8000
34.790038, 93.863, -84.9849
35.156249, 93.506, -102.6051
35.522460, 93.130, -118.5215
35.888671, 92.735, -132.6655
36.254882, 92.323, -145.0315
36.621092, 91.896, -155.6667
36.987303, 91.458, -164.6603
37.353514, 91.012, -172.1318
37.719725, 90.564, -178.2224
38.085936, 90.119, 176.9153
38.452147, 89.683, 173.1232
38.818358, 89.264, 170.2433
39.184569, 88.871, 168.1213
39.550780, 88.510, 166.6088
39.916991, 88.192, 165.5647
40.283201, 87.922, 164.8557
40.649412, 87.707, 164.3564
41.015623, 87.549, 163.9493
41.381834, 87.451, 163.5244
41.748045, 87.409, 162.9786
42.114256, 87.418, 162.2165
42.480467, 87.470, 161.1491
42.846678, 87.558, 159.6953
43.212889, 87.670, 157.7815
43.579100, 87.798, 155.3431
43.945311, 87.931, 152.3245
44.311521, 88.062, 148.6806
44.677732, 88.183, 144.3768
45.043943, 88.287, 139.3903
45.410154, 88.368, 133.7099
45.776365, 88.424, 127.3364
46.142576, 88.451, 120.2810
46.508787, 88.446, 112.5652
46.874998, 88.411, 104.2190
47.241209, 88.345, 95.2794
47.607420, 88.249, 85.7898
47.973631, 88.127, 75.7990
48.339841, 87.981, 65.3615
48.706052, 87.814, 54.5378
49.072263, 87.631, 43.3954
49.438474, 87.436, 32.0093
49.804685, 87.232, 20.4619
50.170896, 87.023, 8.8425
50.537107, 86.812, -2.7551
50.903318, 86.604, -14.2347
51.269529, 86.400, -25.5024
51.635740, 86.204, -36.4690
52.001951, 86.017, -47.0535
52.368161, 85.841, -57.1863
52.734372, 85.678, -66.8100
53.100583, 85.528, -75.8813
53.466794, 85.393, -84.3708
53.833005, 85.274, -92.2626
54.199216, 85.171, -99.5535
54.565427, 85.084, -106.2518
54.931638, 85.015, -112.3757
55.297849, 84.964, -117.9514
55.664060, 84.929, -123.0113
56.030271, 84.909, -127.5923
56.396481, 84.905, -131.7340
56.762692, 84.913, -135.4773
57.128903, 84.933, -138.8625
57.495114, 84.961, -141.9291
57.861325, 84.995, -144.7134
58.227536, 85.034, -147.2488
58.593747, 85.073, -149.5652
58.959958, 85.112, -151.6877
59.326169, 85.148, -153.6379
59.692380, 85.178, -155.4323
60.058591, 85.201, -157.0837
60.424801, 85.215, -158.6017
60.791012, 85.220, -159.9919
61.157223, 85.214, -161.2583
61.523434, 85.196, -162.4022
61.889645, 85.167, -163.4238
62.255856, 85.126, -164.3226
62.622067, 85.074, -165.0978
62.988278, 85.010, -165.7485
63.354489, 84.935, -166.2751
63.720700, 84.850, -166.6782
64.086910, 84.755, -166.9604
64.453121, 84.652, -167.1254
64.819332, 84.542, -167.1787
65.185543, 84.424, -167.1279
65.551754, 84.302, -166.9821
65.917965, 84.175, -166.7522
66.284176, 84.045, -166.4509
66.650387, 83.913, -166.0918
67.016598, 83.780, -165.6895
67.382809, 83.647, -165.2590
67.749020, 83.515, -164.8163
68.115230, 83.385, -164.3765
68.481441, 83.257, -163.9543
68.847652, 83.132, -163.5645
69.213863, 83.009, -163.2198
69.580074, 82.891, -162.9331
69.946285, 82.775, -162.7153
70.312496, 82.664, -162.5769
70.678707, 82.555, -162.5271
71.044918, 82.450, -162.5741
71.411129, 82.348, -162.7256
71.777340, 82.248, -162.9883
72.143550, 82.150, -163.3678
72.509761, 82.054, -163.8694
72.875972, 81.958, -164.4974
73.242183, 81.863, -165.2551
73.608394, 81.767, -166.1453
73.974605, 81.670, -167.1692
74.340816, 81.570, -168.3279
74.707027, 81.468, -169.6211
75.073238, 81.362, -171.0477
75.439449, 81.253, -172.6061
75.805660, 81.139, -174.2939
76.171870, 81.020, -176.1084
76.538081, 80.895, -178.0471
76.904292, 80.766, 179.8927
77.270503, 80.631, 177.7136
77.636714, 80.492, 175.4175
78.002925, 80.347, 173.0056
78.369136, 80.199, 170.4788
78.735347, 80.047, 167.8369
79.101558, 79.891, 165.0791
79.467769, 79.734, 162.2036
79.833980, 79.574, 159.2080
80.200190, 79.414, 156.0889
80.566401, 79.254, 152.8420
80.932612, 79.095, 149.4624
81.298823, 78.938, 145.9441
81.665034, 78.784, 142.2805
82.031245, 78.634, 138.4644
82.397456, 78.488, 134.4875
82.763667, 78.348, 130.3413
83.129878, 78.215, 126.0166
83.496089, 78.088, 121.5039
83.862300, 77.969, 116.7935
84.228510, 77.859, 111.8756
84.594721, 77.757, 106.7410
84.960932, 77.663, 101.3802
85.327143, 77.579, 95.7850
85.693354, 77.504, 89.9475
86.059565, 77.437, 83.8610
86.425776, 77.379, 77.5197
86.791987, 77.330, 70.9191
87.158198, 77.288, 64.0560
87.524409, 77.253, 56.9290
87.890619, 77.224, 49.5372
88.256830, 77.202, 41.8826
88.623041, 77.184, 33.9680
88.989252, 77.172, 25.7980
89.355463, 77.162, 17.3790
89.721674, 77.156, 8.7192
90.087885, 77.152, -0.1715
90.454096, 77.150, -9.2817
90.820307, 77.148, -18.5983
91.186518, 77.147, -28.1066
91.552729, 77.145, -37.7906
91.918939, 77.142, -47.6337
92.285150, 77.139, -57.6172
92.651361, 77.133, -67.7228
93.017572, 77.125, -77.9314
93.383783, 77.115, -88.2234
93.749994, 77.102, -98.5796
94.116205, 77.086, -108.9813
94.482416, 77.067, -119.4099
94.848627, 77.045, -129.8478
95.214838, 77.020, -140.2787
95.581049, 76.991, -150.6866
95.947259, 76.958, -161.0573
96.313470, 76.923, -171.3776
96.679681, 76.884, 178.3651
97.045892, 76.842, 168.1815
97.412103, 76.797, 158.0814
97.778314, 76.748, 148.0740
98.144525, 76.697, 138.1672
98.510736, 76.643, 128.3679
98.876947, 76.586, 118.6829
99.243158, 76.526, 109.1178
99.609369, 76.463, 99.6775
99.975579, 76.397, 90.3668
100.341790, 76.329, 81.1899
100.708001, 76.257, 72.1501
101.074212, 76.183, 63.2509
101.440423, 76.107, 54.4948
101.806634, 76.027, 45.8840
102.172845, 75.945, 37.4205
102.539056, 75.860, 29.1057
102.905267, 75.772, 20.9403
103.271478, 75.681, 12.9249
103.637689, 75.588, 5.0594
104.003899, 75.492, -2.6564
104.370110, 75.393, -10.2235
104.736321, 75.292, -17.6436
105.102532, 75.189, -24.9175
105.468743, 75.082, -32.0475
105.834954, 74.974, -39.0358
106.201165, 74.863, -45.8844
106.567376, 74.751, -52.5956
106.933587, 74.636, -59.1725
107.299798, 74.519, -65.6168
107.666009, 74.401, -71.9313
108.032219, 74.281, -78.1180
108.398430, 74.159, -84.1791
108.764641, 74.037, -90.1160
109.130852, 73.913, -95.9305
109.497063, 73.788, -101.6233
109.863274, 73.663, -107.1951
110.229485, 73.537, -112.6460
110.595696, 73.410, -117.9756
110.961907, 73.283, -123.1831
111.328118, 73.156, -128.2671
111.694328, 73.029, -133.2258
112.060539, 72.902, -138.0571
112.426750, 72.775, -142.7582
112.792961, 72.649, -147.3260
113.159172, 72.522, -151.7573
113.525383, 72.396, -156.0488
113.891594, 72.271, -160.1967
114.257805, 72.146, -164.1971
114.624016, 72.021, -168.0469
114.990227, 71.897, -171.7421
115.356438, 71.773, -175.2794
115.722648, 71.650, -178.6559
116.088859, 71.527, 178.1313
116.455070, 71.404, 175.0848
116.821281, 71.282, 172.2063
117.187492, 71.160, 169.4974
117.553703, 71.038, 166.9592
117.919914, 70.916, 164.5923
118.286125, 70.794, 162.3965
118.652336, 70.673, 160.3711
119.018547, 70.551, 158.5153
119.384758, 70.430, 156.8270
119.750968, 70.308, 155.3043
120.117179, 70.187, 153.9442
120.483390, 70.066, 152.7434
120.849601, 69.944, 151.6982
121.215812, 69.823, 150.8041
121.582023, 69.702, 150.0565
121.948234, 69.581, 149.4503
122.314445, 69.460, 148.9799
122.680656, 69.339, 148.6394
123.046867, 69.219, 148.4227
123.413078, 69.099, 148.3236
123.779288, 68.979, 148.3352
124.145499, 68.860, 148.4510
124.511710, 68.742, 148.6639
124.877921, 68.624, 148.9672
125.244132, 68.507, 149.3535
125.610343, 68.391, 149.8159
125.976554, 68.275, 150.3474
126.342765, 68.161, 150.9407
126.708976, 68.048, 151.5890
127.075187, 67.935, 152.2852
127.441398, 67.825, 153.0223
127.807608, 67.715, 153.7937
128.173819, 67.607, 154.5925
128.540030, 67.500, 155.4121
128.906241, 67.395, 156.2463
129.272452, 67.291, 157.0884
129.638663, 67.189, 157.9323
130.004874, 67.088, 158.7722
130.371085, 66.989, 159.6021
130.737296, 66.892, 160.4161
131.103507, 66.796, 161.2095
131.469718, 66.702, 161.9767
131.835928, 66.610, 162.7128
